0.000000000000000000e+00,5.623351335525512695e-01,7.500000000000000000e-01
1.025641039013862610e-01,2.049302682280540466e-02,1.000000000000000000e+00
2.051282078027725220e-01,1.888936385512351990e-02,1.000000000000000000e+00
3.076923191547393799e-01,1.751792803406715393e-02,1.000000000000000000e+00
4.102564156055450439e-01,1.651914976537227631e-02,1.000000000000000000e+00
5.128205418586730957e-01,1.581182517111301422e-02,1.000000000000000000e+00
6.153846383094787598e-01,1.530136540532112122e-02,1.000000000000000000e+00
7.179487347602844238e-01,1.492391712963581085e-02,1.000000000000000000e+00
8.205128312110900879e-01,1.463980693370103836e-02,1.000000000000000000e+00
9.230769276618957520e-01,1.442348677664995193e-02,1.000000000000000000e+00
1.025641083717346191e+00,1.425807923078536987e-02,1.000000000000000000e+00
1.128205180168151855e+00,1.413140725344419479e-02,1.000000000000000000e+00
1.230769276618957520e+00,1.403481792658567429e-02,1.000000000000000000e+00
1.333333373069763184e+00,1.396182924509048462e-02,1.000000000000000000e+00
1.435897469520568848e+00,1.390760112553834915e-02,1.000000000000000000e+00
1.538461565971374512e+00,1.386818662285804749e-02,1.000000000000000000e+00
1.641025662422180176e+00,1.384071726351976395e-02,1.000000000000000000e+00
1.743589758872985840e+00,1.382281072437763214e-02,1.000000000000000000e+00
1.846153855323791504e+00,1.381261739879846573e-02,1.000000000000000000e+00
1.948717951774597168e+00,1.380863040685653687e-02,1.000000000000000000e+00
2.051282167434692383e+00,1.380961760878562927e-02,1.000000000000000000e+00
2.153846263885498047e+00,1.381457783281803131e-02,1.000000000000000000e+00
2.256410360336303711e+00,1.382276415824890137e-02,1.000000000000000000e+00
2.358974456787109375e+00,1.383345201611518860e-02,1.000000000000000000e+00
2.461538553237915039e+00,1.384609751403331757e-02,1.000000000000000000e+00
2.564102649688720703e+00,1.386027596890926361e-02,1.000000000000000000e+00
2.666666746139526367e+00,1.387555617839097977e-02,1.000000000000000000e+00
2.769230842590332031e+00,1.389169786125421524e-02,1.000000000000000000e+00
2.871794939041137695e+00,1.390836946666240692e-02,1.000000000000000000e+00
2.974359035491943359e+00,1.392537727952003479e-02,1.000000000000000000e+00
3.076923131942749023e+00,1.394251547753810883e-02,1.000000000000000000e+00
3.179487228393554688e+00,1.395967323333024979e-02,1.000000000000000000e+00
3.282051324844360352e+00,1.397665683180093765e-02,1.000000000000000000e+00
3.384615421295166016e+00,1.399344671517610550e-02,1.000000000000000000e+00
3.487179517745971680e+00,1.400994881987571716e-02,1.000000000000000000e+00
3.589743614196777344e+00,1.402592472732067108e-02,1.000000000000000000e+00
3.692307710647583008e+00,1.404149830341339111e-02,1.000000000000000000e+00
3.794871807098388672e+00,1.405654009431600571e-02,1.000000000000000000e+00
3.897435903549194336e+00,1.407097466289997101e-02,1.000000000000000000e+00
4.000000000000000000e+00,1.408488862216472626e-02,1.000000000000000000e+00
