0.000000000000000000e+00,5.836552977561950684e-01,7.500000000000000000e-01
1.025641039013862610e-01,1.826117932796478271e-01,1.000000000000000000e+00
2.051282078027725220e-01,1.788017600774765015e-01,1.000000000000000000e+00
3.076923191547393799e-01,1.770997047424316406e-01,1.000000000000000000e+00
4.102564156055450439e-01,1.761213839054107666e-01,1.000000000000000000e+00
5.128205418586730957e-01,1.754531562328338623e-01,1.000000000000000000e+00
6.153846383094787598e-01,1.749270409345626831e-01,1.000000000000000000e+00
7.179487347602844238e-01,1.744650602340698242e-01,1.000000000000000000e+00
8.205128312110900879e-01,1.740264892578125000e-01,1.000000000000000000e+00
9.230769276618957520e-01,1.735903918743133545e-01,1.000000000000000000e+00
1.025641083717346191e+00,1.731458902359008789e-01,1.000000000000000000e+00
1.128205180168151855e+00,1.726874709129333496e-01,1.000000000000000000e+00
1.230769276618957520e+00,1.722120940685272217e-01,1.000000000000000000e+00
1.333333373069763184e+00,1.717188358306884766e-01,1.000000000000000000e+00
1.435897469520568848e+00,1.712071150541305542e-01,1.000000000000000000e+00
1.538461565971374512e+00,1.706763803958892822e-01,1.000000000000000000e+00
1.641025662422180176e+00,1.701267063617706299e-01,1.000000000000000000e+00
1.743589758872985840e+00,1.695576757192611694e-01,1.000000000000000000e+00
1.846153855323791504e+00,1.689693629741668701e-01,1.000000000000000000e+00
1.948717951774597168e+00,1.683613657951354980e-01,1.000000000000000000e+00
2.051282167434692383e+00,1.677339971065521240e-01,1.000000000000000000e+00
2.153846263885498047e+00,1.670869737863540649e-01,1.000000000000000000e+00
2.256410360336303711e+00,1.664206683635711670e-01,1.000000000000000000e+00
2.358974456787109375e+00,1.657350659370422363e-01,1.000000000000000000e+00
2.461538553237915039e+00,1.650306284427642822e-01,1.000000000000000000e+00
2.564102649688720703e+00,1.643078625202178955e-01,1.000000000000000000e+00
2.666666746139526367e+00,1.635669469833374023e-01,1.000000000000000000e+00
2.769230842590332031e+00,1.628085076808929443e-01,1.000000000000000000e+00
2.871794939041137695e+00,1.620340049266815186e-01,1.000000000000000000e+00
2.974359035491943359e+00,1.612434834241867065e-01,1.000000000000000000e+00
3.076923131942749023e+00,1.604377031326293945e-01,1.000000000000000000e+00
3.179487228393554688e+00,1.596178710460662842e-01,1.000000000000000000e+00
3.282051324844360352e+00,1.587845087051391602e-01,1.000000000000000000e+00
3.384615421295166016e+00,1.579389572143554688e-01,1.000000000000000000e+00
3.487179517745971680e+00,1.570813208818435669e-01,1.000000000000000000e+00
3.589743614196777344e+00,1.562133878469467163e-01,1.000000000000000000e+00
3.692307710647583008e+00,1.553351283073425293e-01,1.000000000000000000e+00
3.794871807098388672e+00,1.544480025768280029e-01,1.000000000000000000e+00
3.897435903549194336e+00,1.535530090332031250e-01,1.000000000000000000e+00
4.000000000000000000e+00,1.526502221822738647e-01,1.000000000000000000e+00
