0.000000000000000000e+00,6.932471394538879395e-01,5.000000000000000000e-01
1.025641039013862610e-01,6.931471824645996094e-01,5.000000000000000000e-01
2.051282078027725220e-01,6.931471824645996094e-01,5.000000000000000000e-01
3.076923191547393799e-01,6.931472420692443848e-01,5.000000000000000000e-01
4.102564156055450439e-01,6.931471824645996094e-01,5.000000000000000000e-01
5.128205418586730957e-01,6.931471824645996094e-01,5.000000000000000000e-01
6.153846383094787598e-01,6.931471824645996094e-01,5.000000000000000000e-01
7.179487347602844238e-01,6.931471824645996094e-01,5.000000000000000000e-01
8.205128312110900879e-01,6.931471228599548340e-01,5.000000000000000000e-01
9.230769276618957520e-01,6.931471824645996094e-01,5.000000000000000000e-01
1.025641083717346191e+00,6.931472420692443848e-01,5.000000000000000000e-01
1.128205180168151855e+00,6.931471824645996094e-01,5.000000000000000000e-01
1.230769276618957520e+00,6.931471824645996094e-01,5.000000000000000000e-01
1.333333373069763184e+00,6.931471824645996094e-01,5.000000000000000000e-01
1.435897469520568848e+00,6.931472420692443848e-01,5.000000000000000000e-01
1.538461565971374512e+00,6.931471824645996094e-01,5.000000000000000000e-01
1.641025662422180176e+00,6.931471824645996094e-01,5.000000000000000000e-01
1.743589758872985840e+00,6.931471824645996094e-01,5.000000000000000000e-01
1.846153855323791504e+00,6.931472420692443848e-01,5.000000000000000000e-01
1.948717951774597168e+00,6.931471824645996094e-01,5.000000000000000000e-01
2.051282167434692383e+00,6.931471824645996094e-01,5.000000000000000000e-01
2.153846263885498047e+00,6.931471824645996094e-01,5.000000000000000000e-01
2.256410360336303711e+00,6.931471824645996094e-01,5.000000000000000000e-01
2.358974456787109375e+00,6.931471824645996094e-01,5.000000000000000000e-01
2.461538553237915039e+00,6.931471824645996094e-01,5.000000000000000000e-01
2.564102649688720703e+00,6.931473016738891602e-01,5.000000000000000000e-01
2.666666746139526367e+00,6.931473016738891602e-01,5.000000000000000000e-01
2.769230842590332031e+00,6.931472420692443848e-01,5.000000000000000000e-01
2.871794939041137695e+00,6.931471824645996094e-01,5.000000000000000000e-01
2.974359035491943359e+00,6.931473016738891602e-01,5.000000000000000000e-01
3.076923131942749023e+00,6.931471824645996094e-01,7.500000000000000000e-01
3.179487228393554688e+00,6.931471824645996094e-01,7.500000000000000000e-01
3.282051324844360352e+00,6.931472420692443848e-01,7.500000000000000000e-01
3.384615421295166016e+00,6.931471824645996094e-01,7.500000000000000000e-01
3.487179517745971680e+00,6.931471824645996094e-01,7.500000000000000000e-01
3.589743614196777344e+00,6.931473016738891602e-01,7.500000000000000000e-01
3.692307710647583008e+00,6.931473016738891602e-01,7.500000000000000000e-01
3.794871807098388672e+00,6.931471824645996094e-01,7.500000000000000000e-01
3.897435903549194336e+00,6.931471824645996094e-01,7.500000000000000000e-01
4.000000000000000000e+00,6.931472420692443848e-01,7.500000000000000000e-01
